Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Cho thuê kho xưởng 6210m2 trong KCN Tân Đô, Đức Hòa, Long An","
69.9 Nghìn/m²/tháng","
6210 m²","
Đức Hòa - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/09/20230309195422-8cdc_wm.jpg']
"Cho thuê kho 1000m2 - 10000m2 KCN Long Hậu, Long Hậu, Cần Giuộc, Long An","
115 Triệu/tháng","
1000 m²","
Cần Giuộc - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2022/06/18/20220618191646-6dea_wm.jpg']
"Cho thuê căn hộ thuộc dự án Sunwah Pearl gồm 3PN, 133m2 nội thất có sẵn","
56.4 Triệu/tháng","
133 m²","
Bình Thạnh - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622084417-0f7b_wm.jpg']
Cho thuê nhà full nội thất kđt Vsip,"
Thỏa thuận","
75 m²","
Từ Sơn - Bắc Ninh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/04/20230604084024-ff7c_wm.jpg']
"Cho thuê biệt thự Thảo Điền, TP Thủ Đức, vị trí đẹp, giao thông thuận lợi. LH 0903652452 Mr. Phú","
106 Triệu/tháng","
300 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/09/20/20220920155723-96e0_wm.jpg']
Chính chủ cho thuê sàn văn phòng 316 m2 tại Lê Đức Thọ Mỹ Đình,"
50 Triệu/tháng","
300 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/08/18/20220818082253-63e4_wm.jpg']
"Cho thuê văn phòng Mỹ Đình - Lê Đức Thọ, diện tích 80 m2 gồm  2 phòng làm việc","
8.5 Triệu/tháng","
50 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/09/08/20220908081115-35a6_wm.jpg']
"Cho thuê mặt bằng làm Văn Phòng ,Siêu Thị , Showroom M5 Nguyễn Chí Thanh","
300 Nghìn/m²/tháng","
210 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616085332-c164_wm.jpg']
Cho thuê kho 1100m2 tại khu công nghiệp Hòa Khánh,"
55 Nghìn/m²/tháng","
1100 m²","
Liên Chiểu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2022/07/26/20220726112910-7ee8_wm.jpg']
Cho thuê kho 160m2 đường Đồng Trí 2 - Đà Nẵng,"
7 Triệu/tháng","
160 m²","
Liên Chiểu - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2022/07/22/20220722091740-e2ab_wm.jpg']
"Cho thuê biệt thự, mặt bằng Thảo Điền, TP Thủ Đức. Vị trí đẹp, giao thông thuận lợi. Lh 0903652452","
164 Triệu/tháng","
500 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/29/20230329094235-1a8c_wm.jpg']
"Cho thuê biệt thự, tòa văn phòng khu vực Quận 3. Vị trí đẹp, giá tốt. Lh 0903652452 Mr. Phú","
650 Triệu/tháng","
1200 m²","
Quận 3 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/26/20230526095129-d8cb_wm.jpg']
"Cho thuê biệt thự đường Nguyễn Văn Hưởng, Thảo Điền, q. 2, DT sàn: 1400m2, giá tốt, LH 0903652452","
220 Triệu/tháng","
Không xác định","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2022/04/18/20220418101519-0865_wm.jpg']
"Diamond Island cần cho thuê căn hộ 3PN, 135m2 nội thất sang trọng","
47 Triệu/tháng","
135 m²","
Quận 2 - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/22/20230622082541-6209_wm.jpg']
Cho thuê nhà mặt phố Chiến Thắng - Hà Đông - Diện tích 125m2 x4 tầng - Mặt tiền 9m Lh 0386380199,"
85 Triệu/tháng","
125 m²","
Hà Đông - Hà Nội",28/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/24/20230624222512-06ea_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624222512-06ea_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624222511-a8fd_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/24/20230624222512-0bac_wm.jpg']"
"Cho thuê căn hộ 2 phòng ngủ Vinhomes Nguyễn Chí Thanh, ban công ĐN, tầng đẹp, full đồ","
Thỏa thuận","
86 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/02/22/20220222120451-7e13_wm.jpg']
Cho thuê Công ty - Văn phòng Ngân hàng - Chuỗi đồ uống tại mặt phố Chiến Thắng - DT 125m2 MT 9m,"
85 Triệu/tháng","
125 m²","
Hà Đông - Hà Nội",28/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/28/20230628082351-556d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628082351-556d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628082351-657d_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/28/20230628082435-952e_wm.jpg']"
"Cho thuê căn hộ chung cư Vinhomes Gardenia 2PN, đủ đồ, view bể bơi","
16 Triệu/tháng","
80 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/08/20230608094503-9f46_wm.jpg']
Cho thuê căn hộ đẹp từ 1 - 2 - 3 - 4 phòng ngủ tại dự án Skylake Phạm Hùng - Vào ở ngay,"
17 Triệu/tháng","
75 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/02/20221202104003-0fc9_wm.jpg']
(HOT) cho thuê căn hộ Golden Palace Mễ Trì - Nhà đẹp - vào ở ngay,"
12 Triệu/tháng","
118 m²","
Nam Từ Liêm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/01/20221201141259-660d_wm.jpg']
(Hot) cho thuê quỹ căn hộ đẹp Mandarin Garden Hoàng Minh Giám vào ở ngay,"
18 Triệu/tháng","
145 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2021/06/14/20210614202651-e3c5_wm.jpg']
Xem nhà miễn phí 247 - cho thuê căn hộ 3 phòng ngủ full nội thất dự án Diamond Flower Tower,"
17 Triệu/tháng","
130 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2021/07/05/20210705162010-0a39_wm.jpg']
(HOT) cho thuê căn hộ 2 phòng ngủ - full đồ tại Skypark Tôn Thất Thuyết - giá 17 triệu,"
17 Triệu/tháng","
75 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/27/20230227141032-7df4_wm.jpg']
"Cho thuê sàn văn phòng tầng 1- 30 m2, sử dụng độc lập tiện làm vp đại diện","
5 Triệu/tháng","
30 m²","
Hà Đông - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616080827-5a39_wm.jpg']
"Cho thuê kho 1000m2, 1500m2 Ngay Quốc lộ 1A","
55 Nghìn/m²/tháng","
1000 m²","
Hòa Vang - Đà Nẵng",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628080933-6ed3_wm.png']
"Cho thuê xưởng 4000m2 mới xây xong ở Thuận An, giá 45.49 nghìn/m2/th gần vòng xoay An Phú","
45.49 Nghìn/m²/tháng","
4000 m²","
Thuận An - Bình Dương",28/06/2023,['/Images/no-photo170.png']
"Cho thuê nhà xưởng, kho bãi, đất giá rẻ tại Dĩ An, Bình Dương","
Thỏa thuận","
300 m²","
Dĩ An - Bình Dương",28/06/2023,['https://img.dothi.net/crop/170x115/2017/11/15/20171115002037-ed1c_wm.jpg']
"Cho thuê phòng chọ phố Nguyễn Khang,Yên Hòa ,Cầu Giấy 40 m2 khép kín thang máy 6tr/th","
6 Triệu/tháng","
40 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613080445-008b_wm.jpg']
"Cho thuê kho 2300m2 Quốc Lộ 1A, Bến Lức, Long An","
69.8 Triệu/tháng","
2300 m²","
Bến Lức - Long An",28/06/2023,['/Images/no-photo170.png']
"Cần cho thuê kho xưởng 21.000m2 KCN Hải Sơn, Đức Hòa, Long An","
58.1 Nghìn/m²/tháng","
21000 m²","
Đức Hòa - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2022/07/24/20220724190734-0c93_wm.jpg']
"Cho thuê 5000m2 kho xưởng mới KCN Hải Sơn, Đức Hoà, Long An","
195 Triệu/tháng","
5000 m²","
Đức Hòa - Long An",28/06/2023,['https://img.dothi.net/crop/170x115/2022/07/23/20220723103128-cebe_wm.jpg']
"Cho thuê BT Pháp Vân 35tr/tháng; kinh doanh, VP mẫu giáo, phòng khám","
35 Triệu/tháng","
227 m²","
Hoàng Mai - Hà Nội",28/06/2023,['/Images/no-photo170.png']
"Cho thuê cả nhà phố thái hà,đống đa,hà nội,dt 75m2 x 3 tầng,giá 22tr/tháng","
22 Triệu/tháng","
200 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610053809-ceef_wm.jpg']
"Cho thuê cả toà nhà vp phố lâm hạ long biên,hà nội,dt 70m2 x 7 tầng,giá 70tr/tháng","
70 Triệu/tháng","
420 m²","
Long Biên - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628043540-48c7_wm.jpg']
"Cho thuê cả toà nhà vp phố trương định,Hai Bà Trưng,Hà Nội,dt 70m2 x 7 tầng,giá 70tr/tháng","
70 Triệu/tháng","
420 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628043335-07e2_wm.jpg']
"Cho thuê văn phòng ngõ phố đường láng, cầu giấy,hà nội,dt 100m2,giá 11tr/tháng","
11 Triệu/tháng","
100 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612021818-d857_wm.jpg']
"Cho thuê mbkd tầng 1 phố lạc trung ,hai bà trưng,hà nội,dtsd 130m2, thông sàn,giá 41tr/tháng","
41 Triệu/tháng","
130 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614013427-b84e_wm.jpg']
"Cho thuê cả nhà phố trường chinh,thanh xuân,hà nội,dt 45m x 3 tầng,giá 20tr/tháng","
20 Triệu/tháng","
120 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614013742-00fb_wm.jpg']
"Cho thuê cả nhà phố thái hà , đống đa, hà nội, dt 35m x 4 tầng , giá 18tr/tháng","
18 Triệu/tháng","
120 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/10/20230610041702-762a_wm.jpg']
CHDV 1PN Phan Đăng Lưu – P5 – Phú Nhuận,"
6.50 Tỷ/tháng","
20 m²","
Phú Nhuận - Hồ Chí Minh",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628033320-1ae0_wm.jpg']
"Cho thuê cả tòa nhà vp phố Hòa Mã,hai bà trưng,Hà Nội ,dt 230m2 x 10 tầng ,giá 400tr/tháng","
400 Triệu/tháng","
2150 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/29/20230529012616-3051_wm.jpg']
"Cho thuê cả tòa nhà VP phố Nguyễn Văn Cừ, Long Biên, Hà Nội. DT 160m2 x 10 tầng, giá 150tr/tháng","
150 Triệu/tháng","
160 m²","
Long Biên - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/16/20230616012026-fe31_wm.jpg']
"Cho thuê văn phòng phố đường láng,cầu giấy,hà nội,dt 270m2 – 550m2 giá từ 75tr- 140tr/tháng","
100 Triệu/tháng","
780 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/22/20230422004604-2284_wm.jpg']
"Cho thuê nhà phố Trần Khát Chân,hai bà trưng, hà nội,dt 40m x 3,5 tầng, giá 30tr/tháng","
30 Triệu/tháng","
160 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/09/20230309023047-7c88_wm.jpg']
"Cho thuê tầng 1 +2  phố bùi thị xuân,bà trưng,hà nội,dstd 180m2/sàn,sàn thông,giá 150tr/tháng","
150 Triệu/tháng","
360 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/06/20230306045927-852f_wm.jpg']
"Cho thuê cả nhà phố trường chinh,thanh xuân,hà nội,dt 65m2 x 7 tầng,giá 60tr/tháng","
60 Triệu/tháng","
385 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/07/20230607011908-5799_wm.jpg']
"Cho thuê văn phòng phố Lý Nam Đế, hoàn kiếm, Hà Nội, DTSD 100m2, thông sàn, giá 20tr/tháng","
20 Triệu/tháng","
100 m²","
Hoàn Kiếm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/18/20230418012821-5187_wm.jpg']
"Cho thuê văn phòng phố Thái Hà, Đống Đa, Hà Nội, DTSD 100m2, giá 15tr/tháng","
15 Triệu/tháng","
100 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/05/20230505012040-1ea1_wm.jpg']
"Cho thuê văn phòng phố Xã Đàn 2,Đống Đa,hà nội,dtsd 75m2,thông sàn,giá 16tr/tháng","
25 Triệu/tháng","
135 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/06/20230306044725-cba4_wm.jpg']
"Cho thuê văn phòng phố Đặng Tiến Đông, Đống Đa, Hà Nội, DTSD 65m2, sàn thông, giá 9 tr/tháng","
9 Triệu/tháng","
65 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/08/20230508010310-cbd8_wm.jpg']
"Cho thuê văn phòng phố Đường Láng, Đống Đa, Hà Nội, Dt 340m2 giá 60tr/tháng","
240 Triệu/tháng","
340 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/07/20230507005256-fd9e_wm.jpg']
"Cho thuê văn phòng phố Trường Chinh, Thanh Xuân, Hà Nội, thông sàn, DTSD 280m2, giá 47tr/tháng","
47 Triệu/tháng","
280 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/23/20230523003811-c7b6_wm.jpg']
"Cho thuê văn phòng phố Trần Quốc Toản, Hoàn Kiếm, Hà Nội, DTSD 240m2, giá 45tr/tháng","
45 Triệu/tháng","
80 m²","
Hoàn Kiếm - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/13/20230313003813-566c_wm.jpg']
"Cho thuê mbkd tầng 1+ 2 phố nguyễn lương bằng ,đống đa,hà nội,dt 85m2-100m2,giá 15tr-35tr/tháng","
35 Triệu/tháng","
85 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/09/20230309020920-a291_wm.jpg']
"Cho thuê văn phòng phố nguyễn lương bằng ,đống đa,hà nội,dt 90m2- 100m2,giá 12tr-13tr/tháng","
13 Triệu/tháng","
100 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/09/20230309013357-e267_wm.jpg']
"Cho thuê mb tầng 1,2 phố đê la thành,dt 90m2 x 2 tầng,giá 25tr/tháng","
45 Triệu/tháng","
420 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/07/20230307003416-6346_wm.jpg']
"Cho thuê văn phòng tại toà The Nine Phạm Văn Đồng, Cầu Giấy, Hà Nội, DT 200m2 - 500m2 giá 440k/m2","
440 Nghìn/m²/tháng","
500 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/26/20230226005743-521f_wm.jpg']
"Cho thuê văn phòng phố hòa mã,hai bà trưng,hà nội,dt 100m2- 135m2,giá 17tr- 39tr/tháng","
39 Triệu/tháng","
135 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/16/20230216184704-b55c_wm.jpg']
"Cho thuê cả nhà phố Mạc Thị Bưởi, Hai Bà Trưng, Hà Nội, DT 85m2 x 4 tầng, giá 80tr/tháng","
80 Triệu/tháng","
85 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/15/20230515012647-41a5_wm.jpg']
"Cho thuê văn phòng phố chùa láng,đống đa,hà nội,dtsd 100m2- 280m2,thông sàn,giá 35tr- 72tr/tháng","
72 Triệu/tháng","
280 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/27/20230427013436-38db_wm.jpg']
"Cho thuê văn phòng phố nguyễn ngọc nại,thanh xuân,hà nội,dtsd 75m2 ,giá 9,5tr/tháng","
9.5 Triệu/tháng","
75 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/24/20230424005506-9111_wm.jpg']
"Cho thuê cả toà vp phố hoàng văn thái,thanh xuân,hà nội,dt 100m x 9 tầng,giá 100tr/tháng","
100 Triệu/tháng","
780 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/22/20230422010009-c8c8_wm.jpg']
"Cho thuê văn phòng ngõ phố Chùa Bộc, Đống Đa,Hà Nội, dtsd 25m2,giá 3,5tr/tháng","
3.5 Triệu/tháng","
25 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/04/21/20230421002127-8897_wm.jpg']
"Cho thuê cả tòa nhà vp phố Bùi Thị Xuân, Hai Bà Trưng Hà Nội DT 120m2 x 8,5 tầng, giá 150tr/tháng.","
150 Triệu/tháng","
850 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/08/20230308022426-451a_wm.jpg']
"Cho thuê văn phòng phố Đại La,Hai Bà Trưng,Hà Nội,dt 230m2,thông sàn,giá 55tr/tháng","
55 Triệu/tháng","
230 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/19/20230219110921-42f7_wm.jpg']
"Cho thuê văn phòng tại tòa nhà Kingbuilding,Chùa Bộc, Đống Đa,hà nội,dt 270m2,giá 87tr/tháng","
87 Triệu/tháng","
270 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/16/20230216165731-af14_wm.jpg']
"Cho thuê văn phòng phố Xã Đàn, Đống Đa, Hà Nội, DTSD 180m2, thông sàn, giá 25tr/tháng","
25 Triệu/tháng","
180 m²","
Đống Đa - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/01/20230601004801-1f7f_wm.jpg']
"Cho thuê cả tòa nhà VP phố Hòa Mã, Hai Bà Trưng, Hà Nội, DT 230m2 x 10 tầng, giá 400tr/tháng","
400 Triệu/tháng","
230 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/12/03/20221203012021-c1e9_wm.jpg']
"Cho thuê cả nhà phố Giải Phóng, Hoàng Mai, Hà Nội, DT 170m2 x 4 tầng, giá 45tr/tháng","
45 Triệu/tháng","
170 m²","
Hoàng Mai - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/13/20230513021810-2ea6_wm.jpg']
"Cho thuê văn phòng phố Tô Vĩnh Diện, Thanh Xuân, Hà Nội, thông sàn, dtsd 130m2, giá 21tr/tháng","
21 Triệu/tháng","
130 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/11/20230511011856-b949_wm.jpg']
"Cho thuê cả toà nhà VP phố Mạc Thái Tông, Cầu Giấy, Hà Nội, DT 75m2 x 6 tầng, giá 120tr/tháng","
120 Triệu/tháng","
75 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/10/20230510004648-621b_wm.jpg']
"Cần cho thuê văn phòng phố Hoàng Quốc Việt, Cầu Giấy, Hà Nội, DTSD 155m2 giá 35tr/tháng","
35 Triệu/tháng","
155 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/03/04/20230304023224-3f70_wm.jpg']
"Cho thuê văn phòng phố bùi thị xuân,bà trưng,hà nội,dstd 180m2,sàn thông,giá 50tr/tháng","
50 Triệu/tháng","
180 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/16/20230216160859-a093_wm.jpg']
"Cho thuê văn phòng phố Trần Duy Hưng, toà Trung Yên Plaza, Cầu Giấy, Hà Nội, dt 350m2, giá 330k/m2","
330 Nghìn/m²/tháng","
350 m²","
Cầu Giấy - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/02/14/20230214034948-0150_wm.jpg']
"Cho thuê văn phòng phố Bà Triệu, Hai Bà Trưng, Hà Nội, DT 90m2, thông sàn, giá 16tr/tháng","
16 Triệu/tháng","
90 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/01/09/20230109025555-eee3_wm.jpg']
"Cho thuê nhà phố Nguyễn Văn Cừ, Long Biên, Hà Nội, DTSD 115m2 x 5 tầng, giá 95tr/tháng","
95 Triệu/tháng","
115 m²","
Long Biên - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/01/03/20230103014325-a00b_wm.jpg']
"Cho thuê cả tòa nhà VP phố Minh Khai, Hai Bà Trưng, Hà Nội, DT 75x 6,5tầng, giá 100tr/tháng","
100 Triệu/tháng","
75 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2022/11/18/20221118234818-14c7_wm.jpg']
"Cho thuê cả nhà Lê Trọng Tấn, thanh xuân,hà nội, dt 35m x 3 tầng , giá 11tr/tháng","
11 Triệu/tháng","
105 m²","
Thanh Xuân - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/06/01/20230601003401-8483_wm.jpg']
"Cho thuê cả nhà phố Minh Khai, Hai Bà Trưng, Hà Nội, DT 100m2 x 6 tầng, giá 45tr/tháng","
45 Triệu/tháng","
100 m²","
Hai Bà Trưng - Hà Nội",28/06/2023,['https://img.dothi.net/crop/170x115/2023/05/17/20230517001554-71f8_wm.jpg']
