Tiêu đề,Giá,Diện tích,Vị trí,Ngày đăng,Danh sách đường dẫn
"Bán nhà An Khánh, Quận 2, MT đường Số 13, 160m2 đất, 1 hầm + 4 tầng, 4PN","
27 Tỷ","
160 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/12/20230412103328-39c7_wm.jpg']
"Bán biệt thự đường Nguyễn Văn Hưởng Thảo Điền, 12x25m đất, hồ bơi, 4PN","
100 Tỷ","
296 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/11/20230411115720-47e1_wm.jpg']
"Bán villa Thảo Điền, khu Compound Nguyễn Văn Hưởng, 9x25m đất, 3 tầng sân thượng","
90 Tỷ","
224.4 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/10/20230410110627-65e2_wm.jpg']
"Bán biệt thự dân dã tuyệt đẹp tại Thủ Đức, 800m2 đất, view sông, hồ bơi, nội thất gỗ","
39.5 Tỷ","
800 m²","
Thủ Đức - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/10/20230410104019-c39d_wm.jpg']
"Bán nhà phố liền kế tại Palm Residence An Phú, 6x17m đất, 3 tầng","
20 Tỷ","
102 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/07/20230407115810-75af_wm.jpg']
"Bán lô đất mặt tiền sông khu Nguyễn Văn Hưởng, DT 1031m2 đất, sổ hồng","
260 Tỷ","
1031 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/07/20230407110857-5dfd_wm.jpg']
"Bán nhà đất xây cao tầng MT Trần Quốc Toản, Q3, 605m2 đất, 3 sổ, XD 2 hầm + 8 tầng","
220 Tỷ","
650 m²","
Quận 3 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/07/20230407104903-f96c_wm.jpg']
"Đất nền, nhà phố quận Tân Phú, tp HCM. Vị trí đẹp, giá tốt. Lh 0903652452 Mr. Phú","
135 Tỷ","
1185.2 m²","
Tân Phú - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/02/20230202141951-60f7_wm.jpg']
"Bán đất nội khu Xuân Thủy, Thảo Điền, TP Thủ Đức. Giá tốt LH 0903652452 Mr Phú","
82 Tỷ","
382 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/12/21/20221221164858-134c_wm.jpg']
Bán gấp toà văn phòng mặt phố Trần Kim Xuyến kinh doanh 130tr/tháng DT 142m2 6T MT 16m giá 76tỷ,"
76 Tỷ","
142 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/11/17/20221117222455-6550_wm.jpeg']
"Bán gấp nhà mặt phố Đông Các Đống Đa kinh doanh dòng tiền 80tr/tháng, 80m2 8T MT 3.8m giá 24 tỷ","
24 Tỷ","
80 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/17/20221017092046-a5df_wm.jpeg']
"Bán gấp nhà mặt phố Nam Đồng, Đống Đa DT 73m2 3T MT 3.8m giá 22.5 tỷ","
22.5 Tỷ","
73 m²","
Đống Đa - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Bán gấp nhà ô tô kinh doanh Ngọc Hà, Ba Đình DT 66m2 5T MT 3.7m giá 13.8tỷ","
13.8 Tỷ","
66 m²","
Ba Đình - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/09/15/20220915204410-088e_wm.jpeg']
"Bán Toà nhà mặt phố Trung Phụng, Xã Đàn Đống Đa dòng tiền 6Tỷ/Năm DT 270m2 9T MT 10m giá 176tỷ","
176 Tỷ","
270 m²","
Đống Đa - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Bán cắt lỗ khu 25.2ha Vân Canh, 50m2, đường trước nhà 11m, SĐCC, giá đầu tư","
66 Triệu/m²","
50 m²","
Hoài Đức - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2021/12/27/20211227102156-36b3_wm.jpg']
Bán đất xây khách sạn 3200m2 đã có sổ đỏ chính chủ giá 19 triệu/m2 có thương lượng,"
19 Triệu/m²","
3200 m²","
Phú Quốc - Kiên Giang",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629160859-cdd2_wm.jpg']
"Bán nhà cấp 4 đường xe hơi gần nhà thờ, chợ tân mai, sổ hồng thổ cư chỉ 4t5","
4.50 Tỷ","
90 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627155100-50b6_wm.png']
"Bán nhà mặt tiền kinh doanh, sổ hồng thổ cư ngay chợ Tân Tiến","
5 Tỷ","
67 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626154835-1583_wm.jpg']
"Bán đất thổ cư ngay ngã 3 trảng dài, đường đồng khởi vào 50m có nhà cũ chỉ 2t3","
2.30 Tỷ","
55 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626154446-ffc8_wm.jpg']
"Diện tích 2,3ha CLN sẵn quy hoạch thổ cư. Sử dụng thực tế hơn 3ha. Giá 2.3 tỷ","
2.3 Tỷ","
23339 m²","
Kim Bôi - Hòa Bình",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617155021-bd7c_wm.jpg']
"Kẹt ngân hàng bán rẻ căn chung cư Thanh Bình tầng 7, 2 phòng ngủ chỉ 1tỷ45","
1.45 Tỷ","
67 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617124656-1c60_wm.jpg']
"Bán gấp nhà ngay ngã 4 Vincom, gần công viên B5, sổ hồng thổ cư, 4 phòng ngủ","
3.55 Tỷ","
72 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/13/20230613094854-73fa_wm.jpg']
"Bán nhà mặt tiền CTM8, gần chợ Biên Hòa, 3 tầng kiên cố đã hoàn công, vào nội thất rất đẹp","
8.80 Tỷ","
42 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612160739-601b_wm.jpg']
"Bán căn góc 4m7 x 36m ngay nhà thờ Xuân Hòa, đường xe hơi thông thoáng chỉ 5t2","
5.20 Tỷ","
157 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612154506-4ed6_wm.jpg']
"Bán nhà 3 tầng KDC Quang Vinh, sổ hồng hoàn công đầy đủ chỉ 5t3, gần trường Nguyễn Bỉnh Khiêm","
5.30 Tỷ","
80 m²","
Biên Hòa - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/12/20230612154234-9699_wm.jpg']
"Hạ gía chỉ còn 5.5tỷ - Bán nhà Đề Thám, Q1 - 5tầng 3PN/4WC full nội thất như hình ( chính chủ )","
5.5 Tỷ","
100 m²","
Quận 1 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/02/20230602160409-4214_wm.jpg']
"Bán gấp đất biệt thự, giá giảm sâu cho khách sẵn tiền, 300m2 thổ cư","
4.2 Tỷ","
300 m²","
Vĩnh Cửu - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/10/20230510163646-09fb_wm.jpg']
"Chính chủ bán căn liền kề 154m2 KĐT Starlake, 4 tầng, MT 7,2m, 3 bước chân là ra tới hồ điều hoà","
56 Tỷ","
154 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/17/20230217172904-3ae5_wm.jpeg']
"Bán căn shophouse góc 3 mặt đường, đường chính mặt Nguyễn Văn Huyên, mặt tiền rộng, đối diện hồ ĐH","
160 Tỷ","
330 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/17/20230217165422-fdac_wm.jpeg']
"Bán shophouse PH Nha Trang đã thanh toán đủ, vị trí ở và kinh doanh","
2.85 Tỷ","
81 m²","
Nha Trang - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/09/20230209154535-2afd_wm.jpg']
"Bán đất Vĩnh Ngọc Nha Trang, cách bờ kè sông 50m LH: 0934797168","
21 Triệu/m²","
90 m²","
Nha Trang - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2022/12/21/20221221161656-1539_wm.jpg']
"Bán đất mặt đường Hương Lộ 39 Diên Lâm, khu dân cư ở và kinh doanh","
1.3 Tỷ","
200 m²","
Diên Khánh - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/31/20221031092911-9637_wm.jpg']
"Nhà mặt tiền Cư xá Lữ Gia Q11 79m2, 4x19.5 vuông vức có dòng tiền tiện xây mới,16.8 tỷ TL, hiếm","
16.8 Tỷ","
79 m²","
Quận 11 - Hồ Chí Minh",29/06/2023,"['https://img.dothi.net/crop/170x115/2022/10/06/20221006190331-c4f9_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/06/20221006190331-c4f9_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/06/20221006190331-fcab_wm.jpg', 'https://img.dothi.net/crop/170x115/2022/10/06/20221006190332-b90c_wm.jpg']"
"Cần bán gấp nhà 5 tầng tại Thái Hà, mấy bước ra ô tô, chỉ 4,5 tỷ","
4.50 Tỷ","
32 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629150841-6046_wm.jpg']
"Nhà mặt tiền Trần Bình Trọng, P5, Bình Thạnh 5x10m 5 tỷ 900","
5.9 Tỷ","
50 m²","
Bình Thạnh - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/12/20221012103323-4696_wm.jpg']
"Bán đất DT 5x20m 99.9m2 An Phú Đông 25 Quận 12. Giá 3,6 tỷ","
3.6 Tỷ","
99.9 m²","
Quận 12 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2022/09/15/20220915090443-fc78_wm.jpg']
Nhà Gần Ngã Tư Ga Hà Huy Giáp phường Thạnh Lộc Quận 12 giá 950tr,"
950 Triệu","
24 m²","
Quận 12 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/30/20230530192429-7b6a_wm.jpg']
"CC Nam Trung Yên, Cầu Giấy, 94m2, 3 ngủ, 2 vệ sinh, vị trí đắc địa, an sinh đỉnh","
5.6 Tỷ","
94 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629150627-208b_wm.jpg']
"Bán nhà Tây Mỗ, DT: 30m2 x 5 tầng, hướng Đông Bắc, ôtô đỗ cách 1 nhà ,giá 2.8 tỷ. LH: 097.3535.231","
2.8 Tỷ","
30 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/28/20230628145805-acea_wm.jpg']
"Văn Hương trung tâm Đống Đa - mặt ngõ kinh doanh - ngõ thông rộng 43m2 4,7 tỷ","
4.7 Tỷ","
43 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620150332-4b93_wm.jpg']
"Gia đình cần bán gấp căn góc 115m2 3PN view hồ Tây cực đẹp tại Ngoại Giao Đoàn. Giá nhỉnh 5,3xx tỷ","
5.4 Tỷ","
115 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617150439-f3b2_wm.jpg']
"Bán cắt lỗ căn 2pn 63m2 Eco City Việt Hưng full nội thất cao cấp chỉ 2,2 tỷ","
2.2 Tỷ","
63 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/11/20230511093658-759e_wm.jpg']
"Bán lỗ căn hộ 2PN KĐT Việt Hưng đã có sổ, 63m2 giá 2,1 tỷ (Nội thất hoàn thiện)","
2.15 Tỷ","
63 m²","
Long Biên - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/09/20230509101041-f5fa_wm.jpg']
"Chính chủ bán đất Quang Minh, Mê Linh, DT 88,6m2, MT 4,93m. 2 mặt thoáng cạnh nhà văn hóa","
Thỏa thuận","
88.6 m²","
Mê Linh - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/23/20230423164715-3225_wm.jpg']
"CẦN BÁN NHÀ #PHỐ_LƯƠNG_KHÁNH_THIỆN, #QUẬN_HOÀNG_MAI. GIẢM 2 TỶ CHỈ CÒN 10 TỶ HƠN DT 65M X 7T","
123 Tỷ","
65 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/22/20230322211119-c2e3_wm.jpg']
"Bán Shophouse Starlake Tây Hồ, mặt đường đôi siêu rộng, 2 mặt tiền trước sau, giá rẻ","
400 Triệu/m²","
172.5 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/24/20230224103559-2519_wm.jpeg']
"Chính chủ bán biệt thự đơn lập Starlake, hướng Nam, đường lớn, có thể kinh doanh, xây 3 tầng 1 hầm","
420 Triệu/m²","
286 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/17/20230217170501-df24_wm.jpeg']
"Bán biệt thự khu K khu Q tại KĐT Ciputra Hà Nội, vị trí đẹp, mặt đường Nguyễn Văn Huyên kéo dài","
200 Triệu/m²","
385 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/02/07/20220207230344-c6b8_wm.jpg']
"Bán shophouse Ciputra 2 mặt tiền, vị trí đẹp, đường lớn, nhìn ra vườn hoa, kinh doanh sầm uất ngay","
220 Triệu/m²","
206 m²","
Tây Hồ - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/02/07/20220207224728-93ce_wm.jpg']
"Bán đất tại Đường Tỉnh lộ 414, Phường Xuân Khanh, Sơn Tây, Hà Nội diện tích 287m2 giá 23 Triệu/m2","
23 Triệu/m²","
287 m²","
Sơn Tây - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Bán đất tại Đường Tỉnh lộ 414, Phường Xuân Khanh, Sơn Tây, Hà Nội diện tích 3600m2 giá 15 Triệu/m","
15 Triệu/m²","
3600 m²","
Sơn Tây - Hà Nội",29/06/2023,['/Images/no-photo170.png']
"Bán đất tại Đường Tỉnh lộ 414, Phường Xuân Khanh, Sơn Tây, Hà Nội diện tích 108m2 giá 26 Triệu/m2","
26 Triệu/m²","
108 m²","
Sơn Tây - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627144531-87e1_wm.jpg']
Cập nhật một số Căn hộ bán hoặc cho thuê tại DKC Đảo Kim Cương Diamond Island,"
17.5 Tỷ","
180 m²","
Quận 2 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620145734-75bb.jpg']
"Bán nhà Khương Hạ Thanh Xuân, ngõ nông, ba gác tránh, sát ô tô, 38m2, 5 tầng, 4.2 tỷ","
4.2 Tỷ","
38 m²","
Thanh Xuân - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/20/20230620145543-05b5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620145543-05b5_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620145543-7479_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/20/20230620145544-52ba_wm.jpg']"
Bán 502m2 đất ODT đường Lý Thường Kiệt - Tân An - TX LaGi hạ giá 50%,"
1.05 Tỷ","
502 m²","
La Gi - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/05/19/20230519150003-5bec_wm.jpg']
TRÁI TIM #QUẬN_HOÀNG_MAI. #PHỐ_ĐỀN_LỪ. GARA. THANH MÁY. Ô TÔ TRÁNH NHAU. DT 42M X6T X 4M,"
8.5 Tỷ","
42 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/16/20230316093142-b23a_wm.jpg']
"ĐẲNG CẤP PHÂN LÔ, VỊ TRÍ ĐẸP, VỈA HÈ, Ô TÔ TRÁNH, KINH DOANH, BÁN NHÀ #PHỐ_ĐẦM_TRẤU, #QUẬN_HAI_BÀ_T","
Thỏa thuận","
50 m²","
Hai Bà Trưng - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/14/20230314160930-6671_wm.jpg']
"Bán nhà Nguyễn Chí Thanh, Đống Đa, 65m2 5 tầng, giá 6.5 tỷ","
6.5 Tỷ","
65 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/05/20230305232656-6c8e_wm.jpg']
"Chính chủ bán gấp căn 3PN góc (132m2, full đồ đẹp, 7.2 tỷ), LH: 0912.396.400 (Miễn TG)","
7.2 Tỷ","
132 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/12/20221012155444-ac9c_wm.jpeg']
"Cần bán gấp căn 2PN rộng giá 4,6 tỷ BP tại Royal City (giá thật không phải giá ảo)","
4.6 Tỷ","
Không xác định","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/10/12/20221012154208-f3db_wm.jpeg']
"Xem nhà 24/7 - Chuyên bán cắt lỗ CC King Palace 108 Nguyễn Trãi, LH: 0912.396.400 miễn trung gian","
Thỏa thuận","
81 m²","
Thanh Xuân - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/09/30/20220930164945-0188_wm.jpeg']
"Bán nhà xây mới độc lập Quang Tiến, Đại Mỗ, DT: 40m2 x 4tầng, hướng Đông Bắc, 3,99 tỷ 0973535231","
3.99 Tỷ","
40 m²","
Nam Từ Liêm - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2022/09/24/20220924170653-4726_wm.jpeg']
Chính chủ bán đất sổ hồng riêng nở hậu 699tr hơn 200m2,"
8 Tỷ","
2742 m²","
Bến Cát - Bình Dương",29/06/2023,['https://img.dothi.net/crop/170x115/2021/10/30/20211030184914-4c36_wm.jpg']
"Bán lỗ đất nền cực đẹp kết nối sân bay Quốc tế Long Thành - Mega City 2 chỉ hơn 900 triệu, LH ngay","
950 Triệu","
90 m²","
Nhơn Trạch - Đồng Nai",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/14/20230614163821-0373_wm.jpg']
"Bán đất tại Đường Tỉnh lộ 414, Phường Xuân Khanh, Sơn Tây, Hà Nội diện tích 3500m2 giá 12.5 Triệu","
12.5 Triệu/m²","
3500 m²","
Sơn Tây - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627144233-e4e2_wm.jpg']
Bán căn hộ tầng 32 THE BEVERLY THỦ ĐỨC siêu đẹp,"
1.67 Tỷ","
32 m²","
Quận 9 - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626145415-6b4a_wm.jpg']
"BÁN NHÀ PHÂN LÔ VĂN QUÁN HÀ ĐÔNG,54M-4T,OTO VÀO NHÀ,KINH DOANH NHỘN NHỊP NGÀY ĐÊM","
8.4 Tỷ","
54 m²","
Hà Đông - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623145322-7ceb_wm.jpg']
"Bán nhà khu Vinhomes, 32.5m2, 5 tầng, ngõ nông gần phố, 2.7 tỷ","
2.7 Tỷ","
32.5 m²","
Long Biên - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/23/20230623145059-5ef4_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623145059-5ef4_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623145059-9265_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/23/20230623145059-9d0e_wm.jpg']"
"Gia đình chuyển lên chung cư nên cần bán nhà phố Láng Hạ, dt 54m2, 7 tầng, gara ô tô x2, giá 12 tỷ","
12 Tỷ","
54 m²","
Đống Đa - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/20/20230620145059-eeb2_wm.jpg']
Bán 153m2 đất MT Nguyễn Tri Phương - Tân Bình - TX LaGi giá ngộp KDC An ninh,"
3.05 Tỷ","
153 m²","
La Gi - Bình Thuận",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/17/20230617145325-cde9_wm.jpg']
"CHÍNH CHỦ GỬI BÁN BIỆT THỰ ĐƠN LẬP GÓC – SHOPHOUSE HẢI ÂU 2, MẶT ĐƯỜNG 30M GẦN BIỂN HỒ GIÁ 82 TỶ","
82 Tỷ","
356 m²","
Gia Lâm - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/06/17/20230617145347-ba21_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617145347-ba21_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617145344-6203_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/06/17/20230617145346-8ea7_wm.jpg']"
"Bán vườn sầu riêng Xã Diên Tân, Diên Khánh, Khánh Hòa diện tích 4300m2 giá","
1.5 Tỷ","
4300 m²","
Diên Khánh - Khánh Hòa",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/05/20230605145431-150e_wm.jpeg']
"Đất Phước Kiển, Nhà Bè. DT 5m*20m, 100 m2 thổ cư. 3,05 tỷ","
3.05 Tỷ","
100 m²","
Nhà Bè - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/04/01/20230401100433-7305_wm.jpg']
"Nhà 3 tầng hẻm xe hơi, Dương Cát Lợi thị trấn Nhà Bè. 5*20m. 8 tỷ","
8 Tỷ","
100 m²","
Nhà Bè - Hồ Chí Minh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/03/25/20230325145848-b396_wm.jpg']
"Bảng hàng căn hộ chung cư Goldmark City chính chủ từ BQL dự án giá chỉ từ 2,25 tỷ. LH 0329 339 998","
2.3 Tỷ","
75 m²","
Bắc Từ Liêm - Hà Nội",29/06/2023,"['https://img.dothi.net/crop/170x115/2023/03/20/20230320125123-2642_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/20/20230320125123-2642_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/20/20230320125121-f02a_wm.jpg', 'https://img.dothi.net/crop/170x115/2023/03/20/20230320125124-0d59_wm.jpg']"
Cho thuê mặt bằng phố Đào Tấn thành phố Vinh Nghệ An,"
18 Triệu","
99 m²","
Vinh - Nghệ An",29/06/2023,['https://img.dothi.net/crop/170x115/2023/02/20/20230220101650-9953_wm.jpg']
"Bán nhà mặt phố tại Đường Hoàng Quốc Việt, Nghĩa Đô, Cầu Giấy, Hà Nội diện tích 125m2 giá 48,6 tỷ","
48.6 Tỷ","
125 m²","
Cầu Giấy - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/29/20230629145211-b6eb_wm.jpg']
"Bán đất tại Đường Tỉnh lộ 414, Phường Xuân Khanh, Sơn Tây, Hà Nội","
23 Triệu/m²","
287 m²","
Sơn Tây - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/27/20230627143918-cd20_wm.jpg']
"Hoàng Mai- Trương Định 45m2 giá 3,2 tỷ 4 tầng ở luôn, 2 bước chân ra ô tô, rẻ, sổ đẹp","
3.2 Tỷ","
45 m²","
Hoàng Mai - Hà Nội",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/26/20230626144923-bfe3_wm.jpg']
"Bán đất tại Đường 785, Xã Tân Hưng, Tân Châu, Tây Ninh diện tích 110m2 giá 350 Triệu","
350 Triệu","
110 m²","
Tân Châu - Tây Ninh",29/06/2023,['https://img.dothi.net/crop/170x115/2023/06/23/20230623144700-57e6_wm.jpeg']
